"league_id","home_id","away_id","date","time","venue"
"77390fac-c162-47e4-9f91-b4bf5151b938","d6627ecd-a2c7-4eb2-9255-1a2c9ea73840","01c83f3e-efe3-4d3b-8864-5f79ac764329","2025-09-07","13:45","Collège John Abbott"
"77390fac-c162-47e4-9f91-b4bf5151b938","28daff3d-3fbc-4f00-9092-f87940c4232d","897495b8-1451-4510-8ce4-6038228aedca","2025-09-07","13:45","Parc Douglas"
"77390fac-c162-47e4-9f91-b4bf5151b938","01c83f3e-efe3-4d3b-8864-5f79ac764329","6aacdf88-aad8-4e59-a052-1bb3ca919973","2025-09-14","13:45","Parc Riverside"
"77390fac-c162-47e4-9f91-b4bf5151b938","28daff3d-3fbc-4f00-9092-f87940c4232d","d6627ecd-a2c7-4eb2-9255-1a2c9ea73840","2025-09-14","13:45","Parc Douglas"
"77390fac-c162-47e4-9f91-b4bf5151b938","6aacdf88-aad8-4e59-a052-1bb3ca919973","28daff3d-3fbc-4f00-9092-f87940c4232d","2025-09-19","20:15","Collège Jean-de-Brébeuf"
"77390fac-c162-47e4-9f91-b4bf5151b938","897495b8-1451-4510-8ce4-6038228aedca","d6627ecd-a2c7-4eb2-9255-1a2c9ea73840","2025-09-21","13:45","Collège Vanier"
"77390fac-c162-47e4-9f91-b4bf5151b938","897495b8-1451-4510-8ce4-6038228aedca","6aacdf88-aad8-4e59-a052-1bb3ca919973","2025-09-28","12:00","Collège Vanier"
"77390fac-c162-47e4-9f91-b4bf5151b938","28daff3d-3fbc-4f00-9092-f87940c4232d","01c83f3e-efe3-4d3b-8864-5f79ac764329","2025-09-28","13:45","Parc Douglas"
"77390fac-c162-47e4-9f91-b4bf5151b938","d6627ecd-a2c7-4eb2-9255-1a2c9ea73840","6aacdf88-aad8-4e59-a052-1bb3ca919973","2025-10-03","20:45","Collège John Abbott"
"77390fac-c162-47e4-9f91-b4bf5151b938","01c83f3e-efe3-4d3b-8864-5f79ac764329","897495b8-1451-4510-8ce4-6038228aedca","2025-10-05","13:45","Parc Riverside"
"77390fac-c162-47e4-9f91-b4bf5151b938","897495b8-1451-4510-8ce4-6038228aedca","28daff3d-3fbc-4f00-9092-f87940c4232d","2025-10-10","20:45","Collège Vanier"
"77390fac-c162-47e4-9f91-b4bf5151b938","01c83f3e-efe3-4d3b-8864-5f79ac764329","d6627ecd-a2c7-4eb2-9255-1a2c9ea73840","2025-10-12","13:45","Parc Riverside"
"77390fac-c162-47e4-9f91-b4bf5151b938","6aacdf88-aad8-4e59-a052-1bb3ca919973","01c83f3e-efe3-4d3b-8864-5f79ac764329","2025-10-19","12:00","Collège Jean-de-Brébeuf"
"77390fac-c162-47e4-9f91-b4bf5151b938","d6627ecd-a2c7-4eb2-9255-1a2c9ea73840","28daff3d-3fbc-4f00-9092-f87940c4232d","2025-10-24","20:45","Collège John Abbott"
"77390fac-c162-47e4-9f91-b4bf5151b938","6aacdf88-aad8-4e59-a052-1bb3ca919973","897495b8-1451-4510-8ce4-6038228aedca","2025-10-26","12:00","Collège Jean-de-Brébeuf"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","2025-09-14","09:00","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","658fb115-60f3-4b9d-8d25-25852aec61a0","2025-09-14","09:30","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","07856c1b-26b9-447b-83e5-938cecd3673b","2025-09-14","10:00","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","2025-09-14","10:30","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","658fb115-60f3-4b9d-8d25-25852aec61a0","2025-09-14","11:00","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","2025-09-14","11:30","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","07856c1b-26b9-447b-83e5-938cecd3673b","2025-09-14","12:00","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","2025-09-14","12:30","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","658fb115-60f3-4b9d-8d25-25852aec61a0","07856c1b-26b9-447b-83e5-938cecd3673b","2025-09-14","13:00","Stade Yvon-Paré"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","2025-09-28","09:00","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","07856c1b-26b9-447b-83e5-938cecd3673b","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","2025-09-28","09:30","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","658fb115-60f3-4b9d-8d25-25852aec61a0","2025-09-28","10:00","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","2025-09-28","10:30","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","07856c1b-26b9-447b-83e5-938cecd3673b","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","2025-09-28","11:00","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","658fb115-60f3-4b9d-8d25-25852aec61a0","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","2025-09-28","11:30","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","07856c1b-26b9-447b-83e5-938cecd3673b","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","2025-09-28","12:00","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","658fb115-60f3-4b9d-8d25-25852aec61a0","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","2025-09-28","12:30","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","2025-09-28","13:00","Cégep Garneau"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","b4f9a25c-b6e3-4529-94b0-e4bafc4d9686","478f9c84-0ce1-4d2f-a6fa-2b9163152a63","2025-10-11","09:00","Terrain Gérard-Chiquette"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","07856c1b-26b9-447b-83e5-938cecd3673b","fa2f2d1e-bf65-4179-8e4e-959f0c2ffa42","2025-10-11","09:30","Terrain Gérard-Chiquette"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","658fb115-60f3-4b9d-8d25-25852aec61a0","0b1a8430-d0d4-47b7-afcb-ba99d4818cb8","2025-10-11","10:00","Terrain Gérard-Chiquette"
