"id","name"
"77390fac-c162-47e4-9f91-b4bf5151b938","Collégial Masculin Sud-Ouest"
"a7e8232c-9d47-49cc-b578-1482d0f34bce","Collégial Masculin Nord-Est"
"a87e9fe1-3972-42eb-be01-b19f1304c3b4","Collégial Féminin Sud-Ouest"
"12a14f6f-5e2d-442f-9b32-e53df70980bb","Collégial Féminin Nord-Est QCA"
"c705d49e-e082-4922-98e1-9a636e9fd391","Collégial Féminin Nord-Est QC"
"c80803ae-8c87-4619-8d76-3eda0fdf2d27","Universitaire Masculin"
"f675b71f-ef1a-4dc5-ba09-0e378be48975","Universitaire Féminin"
